orientation,dist,n,peak_score
++,208240.5,924,1.7410373662208918
++,240713.0,1209,1.7226788618990505
++,282927.0,1642,1.715787674914826
++,337805.5,1888,1.7586185804121144
++,409147.5,2044,1.8602080036223319
++,501891.5,1511,1.7830108001638802
++,622459.0,1062,1.7981319951094055
++,779197.0,702,1.8368128275157964
++,982956.0,361,1.6639509752255557
++,1247843.0,103,1.6884193613347938
++,1592196.5,26,2.41101316166698
++,3378355.5,3,2.0819689605748777
+-,208240.5,1196,1.7495486479634157
+-,240713.0,1636,1.7751855900567202
+-,282927.0,2126,1.7711074212385851
+-,337805.5,2415,1.7270000155315433
+-,409147.5,2388,1.7836743646607485
+-,501891.5,1858,1.788380665765885
+-,622459.0,1368,1.897032667407641
+-,779197.0,876,1.8591433348235542
+-,982956.0,398,1.8996147625786406
+-,1247843.0,176,1.9199617458364986
+-,1592196.5,45,2.153260416544645
+-,2039855.5,2,1.8436258914588197
-+,208240.5,737,1.7829243892438775
-+,240713.0,1046,1.6664961434766334
-+,282927.0,1559,1.5903293490843295
-+,337805.5,1326,1.7107378461507268
-+,409147.5,1573,1.8601009543191602
-+,501891.5,1179,1.8225976886086845
-+,622459.0,714,1.6748784268876584
-+,779197.0,540,1.7023185990859062
-+,982956.0,284,1.5637471987002165
-+,1247843.0,62,1.7937973765690487
-+,1592196.5,15,2.4951607400725546
-+,3378355.5,1,2.0819689605748777
--,208240.5,968,1.8548045179627748
--,240713.0,1342,1.6861845922289564
--,282927.0,1755,1.6750295690647583
--,337805.5,1739,1.7236992018945714
--,409147.5,1804,1.7614657121760227
--,501891.5,1442,1.810986122555807
--,622459.0,1018,1.822973585879165
--,779197.0,703,1.7414653742948158
--,982956.0,314,1.8329945860016266
--,1247843.0,101,1.9214843206743337
--,1592196.5,23,2.1958857834709775
