lifetime, velocity, clife, cof,sep, fripscore
500.0,1,1.0,1.0,300,0.010580636363636363
500.0,1,1.0,1.5,300,0.010909969696969697
500.0,1,1.0,100000.0,300,0.009898424242424243
500.0,1,1.0,15.0,300,0.009763121212121213
500.0,1,1.0,150.0,300,0.009517151515151515
500.0,1,1.0,1500.0,300,0.008681333333333333
500.0,1,1.0,15000.0,300,0.009609272727272727
500.0,1,1.0,150000.0,300,0.01152039393939394
500.0,1,1.0,3.0,300,0.009967909090909092
500.0,1,1.0,5.0,300,0.010313484848484848
500.0,1,1.0,50.0,300,0.010394272727272728
500.0,1,1.0,500.0,300,0.009751515151515152
500.0,1,1.0,5000.0,300,0.008448121212121212
500.0,1,1.0,50000.0,300,0.009987333333333334
500.0,1,1.0,500000.0,300,0.010577878787878787
500.0,1,1.5,1.0,300,0.013224545454545454
500.0,1,1.5,1.5,300,0.012716848484848485
500.0,1,1.5,100000.0,300,0.01026490909090909
500.0,1,1.5,15.0,300,0.010674939393939395
500.0,1,1.5,150.0,300,0.00865951515151515
500.0,1,1.5,1500.0,300,0.009187
500.0,1,1.5,15000.0,300,0.008467121212121212
500.0,1,1.5,150000.0,300,0.009298363636363636
500.0,1,1.5,3.0,300,0.011344666666666666
500.0,1,1.5,5.0,300,0.010593363636363637
500.0,1,1.5,50.0,300,0.009758636363636363
500.0,1,1.5,500.0,300,0.00982421212121212
500.0,1,1.5,5000.0,300,0.008989969696969698
500.0,1,1.5,50000.0,300,0.009138181818181818
500.0,1,1.5,500000.0,300,0.00884730303030303
500.0,1,100000.0,1.0,300,0.4736130606060606
500.0,1,100000.0,1.5,300,0.47153463636363635
500.0,1,100000.0,100000.0,300,0.28661760606060604
500.0,1,100000.0,15.0,300,0.4664501818181818
500.0,1,100000.0,150.0,300,0.4671084545454545
500.0,1,100000.0,1500.0,300,0.4693483939393939
500.0,1,100000.0,15000.0,300,0.4296407272727273
500.0,1,100000.0,150000.0,300,0.2542481818181818
500.0,1,100000.0,3.0,300,0.46508948484848484
500.0,1,100000.0,5.0,300,0.4611562424242424
500.0,1,100000.0,50.0,300,0.4781129090909091
500.0,1,100000.0,500.0,300,0.47335069696969695
500.0,1,100000.0,5000.0,300,0.4701536363636364
500.0,1,100000.0,50000.0,300,0.3478207272727273
500.0,1,100000.0,500000.0,300,0.11798145454545454
500.0,1,15.0,1.0,300,0.05137875757575758
500.0,1,15.0,1.5,300,0.041267454545454545
500.0,1,15.0,100000.0,300,0.009101060606060606
500.0,1,15.0,15.0,300,0.02344481818181818
500.0,1,15.0,150.0,300,0.011537575757575757
500.0,1,15.0,1500.0,300,0.01079739393939394
500.0,1,15.0,15000.0,300,0.010026333333333333
500.0,1,15.0,150000.0,300,0.010195060606060607
500.0,1,15.0,3.0,300,0.033617242424242424
500.0,1,15.0,5.0,300,0.029377030303030304
500.0,1,15.0,50.0,300,0.015102757575757575
500.0,1,15.0,500.0,300,0.010163333333333333
500.0,1,15.0,5000.0,300,0.009379363636363637
500.0,1,15.0,50000.0,300,0.009202787878787878
500.0,1,15.0,500000.0,300,0.009815848484848485
500.0,1,150.0,1.0,300,0.23610139393939394
500.0,1,150.0,1.5,300,0.21770927272727272
500.0,1,150.0,100000.0,300,0.009655878787878788
500.0,1,150.0,15.0,300,0.16353427272727272
500.0,1,150.0,150.0,300,0.09124648484848485
500.0,1,150.0,1500.0,300,0.025297606060606062
500.0,1,150.0,15000.0,300,0.01020921212121212
500.0,1,150.0,150000.0,300,0.009999757575757575
500.0,1,150.0,3.0,300,0.20036615151515152
500.0,1,150.0,5.0,300,0.1810098181818182
500.0,1,150.0,50.0,300,0.13275645454545454
500.0,1,150.0,500.0,300,0.04992481818181818
500.0,1,150.0,5000.0,300,0.015465515151515152
500.0,1,150.0,50000.0,300,0.009206606060606061
500.0,1,150.0,500000.0,300,0.009584484848484849
500.0,1,1500.0,1.0,300,0.42479533333333336
500.0,1,1500.0,1.5,300,0.42160024242424243
500.0,1,1500.0,100000.0,300,0.016959969696969696
500.0,1,1500.0,15.0,300,0.3988179696969697
500.0,1,1500.0,150.0,300,0.38083442424242425
500.0,1,1500.0,1500.0,300,0.22963136363636363
500.0,1,1500.0,15000.0,300,0.05884721212121212
500.0,1,1500.0,150000.0,300,0.014070272727272728
500.0,1,1500.0,3.0,300,0.4165163333333333
500.0,1,1500.0,5.0,300,0.4040695151515151
500.0,1,1500.0,50.0,300,0.3819584545454546
500.0,1,1500.0,500.0,300,0.3302017272727273
500.0,1,1500.0,5000.0,300,0.12568066666666666
500.0,1,1500.0,50000.0,300,0.023111575757575758
500.0,1,1500.0,500000.0,300,0.01169669696969697
500.0,1,15000.0,1.0,300,0.46143581818181817
500.0,1,15000.0,1.5,300,0.45234763636363634
500.0,1,15000.0,100000.0,300,0.10455939393939394
500.0,1,15000.0,15.0,300,0.4619327575757576
500.0,1,15000.0,150.0,300,0.4560119090909091
500.0,1,15000.0,1500.0,300,0.4388047272727273
500.0,1,15000.0,15000.0,300,0.28219330303030304
500.0,1,15000.0,150000.0,300,0.06142854545454546
500.0,1,15000.0,3.0,300,0.4613313636363636
500.0,1,15000.0,5.0,300,0.4627980909090909
500.0,1,15000.0,50.0,300,0.4622211212121212
500.0,1,15000.0,500.0,300,0.4610274848484848
500.0,1,15000.0,5000.0,300,0.3860096060606061
500.0,1,15000.0,50000.0,300,0.13407948484848484
500.0,1,15000.0,500000.0,300,0.027066787878787878
500.0,1,150000.0,1.0,300,0.4692799393939394
500.0,1,150000.0,1.5,300,0.46981630303030303
500.0,1,150000.0,100000.0,300,0.3223290909090909
500.0,1,150000.0,15.0,300,0.46527321212121214
500.0,1,150000.0,150.0,300,0.4731657878787879
500.0,1,150000.0,1500.0,300,0.46724278787878787
500.0,1,150000.0,15000.0,300,0.4463400303030303
500.0,1,150000.0,150000.0,300,0.31188051515151516
500.0,1,150000.0,3.0,300,0.46970633333333334
500.0,1,150000.0,5.0,300,0.4751436363636364
500.0,1,150000.0,50.0,300,0.4715848484848485
500.0,1,150000.0,500.0,300,0.4604188787878788
500.0,1,150000.0,5000.0,300,0.4582761515151515
500.0,1,150000.0,50000.0,300,0.380096
500.0,1,150000.0,500000.0,300,0.15197906060606062
500.0,1,3.0,1.0,300,0.017193090909090908
500.0,1,3.0,1.5,300,0.015254333333333333
500.0,1,3.0,100000.0,300,0.010733727272727273
500.0,1,3.0,15.0,300,0.010439787878787878
500.0,1,3.0,150.0,300,0.009966515151515152
500.0,1,3.0,1500.0,300,0.009172212121212121
500.0,1,3.0,15000.0,300,0.009450424242424243
500.0,1,3.0,150000.0,300,0.009115242424242425
500.0,1,3.0,3.0,300,0.012872818181818181
500.0,1,3.0,5.0,300,0.011919272727272728
500.0,1,3.0,50.0,300,0.010282030303030303
500.0,1,3.0,500.0,300,0.00945630303030303
500.0,1,3.0,5000.0,300,0.010375818181818182
500.0,1,3.0,50000.0,300,0.008757545454545455
500.0,1,3.0,500000.0,300,0.00917909090909091
500.0,1,5.0,1.0,300,0.02438648484848485
500.0,1,5.0,1.5,300,0.020367939393939393
500.0,1,5.0,100000.0,300,0.008918757575757576
500.0,1,5.0,15.0,300,0.010845090909090908
500.0,1,5.0,150.0,300,0.009530151515151516
500.0,1,5.0,1500.0,300,0.009934242424242424
500.0,1,5.0,15000.0,300,0.008975151515151516
500.0,1,5.0,150000.0,300,0.010574272727272727
500.0,1,5.0,3.0,300,0.016312151515151516
500.0,1,5.0,5.0,300,0.014798787878787878
500.0,1,5.0,50.0,300,0.010624484848484848
500.0,1,5.0,500.0,300,0.009142878787878788
500.0,1,5.0,5000.0,300,0.00966621212121212
500.0,1,5.0,50000.0,300,0.009547212121212121
500.0,1,5.0,500000.0,300,0.009059363636363636
500.0,1,50.0,1.0,300,0.12157275757575757
500.0,1,50.0,1.5,300,0.112631
500.0,1,50.0,100000.0,300,0.009389636363636364
500.0,1,50.0,15.0,300,0.062008909090909094
500.0,1,50.0,150.0,300,0.027043424242424244
500.0,1,50.0,1500.0,300,0.011055454545454545
500.0,1,50.0,15000.0,300,0.009093
500.0,1,50.0,150000.0,300,0.009829515151515152
500.0,1,50.0,3.0,300,0.09340778787878788
500.0,1,50.0,5.0,300,0.07954448484848485
500.0,1,50.0,50.0,300,0.04758378787878788
500.0,1,50.0,500.0,300,0.017412727272727274
500.0,1,50.0,5000.0,300,0.009903818181818182
500.0,1,50.0,50000.0,300,0.009551636363636363
500.0,1,50.0,500000.0,300,0.009441818181818181
500.0,1,500.0,1.0,300,0.3581891212121212
500.0,1,500.0,1.5,300,0.3454031515151515
500.0,1,500.0,100000.0,300,0.010722090909090909
500.0,1,500.0,15.0,300,0.29631348484848485
500.0,1,500.0,150.0,300,0.24485163636363635
500.0,1,500.0,1500.0,300,0.0962909090909091
500.0,1,500.0,15000.0,300,0.023284030303030303
500.0,1,500.0,150000.0,300,0.009731242424242423
500.0,1,500.0,3.0,300,0.32487784848484846
500.0,1,500.0,5.0,300,0.31413636363636366
500.0,1,500.0,50.0,300,0.29472160606060605
500.0,1,500.0,500.0,300,0.16889345454545454
500.0,1,500.0,5000.0,300,0.04471869696969697
500.0,1,500.0,50000.0,300,0.013844545454545455
500.0,1,500.0,500000.0,300,0.008861515151515151
500.0,1,5000.0,1.0,300,0.45671096969696967
500.0,1,5000.0,1.5,300,0.46007451515151515
500.0,1,5000.0,100000.0,300,0.041016727272727274
500.0,1,5000.0,15.0,300,0.4417969393939394
500.0,1,5000.0,150.0,300,0.4291537575757576
500.0,1,5000.0,1500.0,300,0.37609818181818183
500.0,1,5000.0,15000.0,300,0.15659933333333334
500.0,1,5000.0,150000.0,300,0.029478848484848486
500.0,1,5000.0,3.0,300,0.4637113636363636
500.0,1,5000.0,5.0,300,0.4460212121212121
500.0,1,5000.0,50.0,300,0.43794536363636366
500.0,1,5000.0,500.0,300,0.41932678787878785
500.0,1,5000.0,5000.0,300,0.28343348484848485
500.0,1,5000.0,50000.0,300,0.06611563636363636
500.0,1,5000.0,500000.0,300,0.020988151515151515
500.0,1,50000.0,1.0,300,0.4734714242424242
500.0,1,50000.0,1.5,300,0.46897442424242425
500.0,1,50000.0,100000.0,300,0.22026360606060605
500.0,1,50000.0,15.0,300,0.4696500606060606
500.0,1,50000.0,150.0,300,0.46130869696969695
500.0,1,50000.0,1500.0,300,0.45833551515151516
500.0,1,50000.0,15000.0,300,0.3995657575757576
500.0,1,50000.0,150000.0,300,0.1535828787878788
500.0,1,50000.0,3.0,300,0.46478169696969696
500.0,1,50000.0,5.0,300,0.4853451515151515
500.0,1,50000.0,50.0,300,0.4719838484848485
500.0,1,50000.0,500.0,300,0.4606869696969697
500.0,1,50000.0,5000.0,300,0.4467111212121212
500.0,1,50000.0,50000.0,300,0.29644145454545456
500.0,1,50000.0,500000.0,300,0.06431687878787878
500.0,1,500000.0,1.0,300,0.4809492121212121
500.0,1,500000.0,1.5,300,0.4722707272727273
500.0,1,500000.0,100000.0,300,0.42283109090909093
500.0,1,500000.0,15.0,300,0.4654748484848485
500.0,1,500000.0,150.0,300,0.4696208484848485
500.0,1,500000.0,1500.0,300,0.46934854545454546
500.0,1,500000.0,15000.0,300,0.4572727575757576
500.0,1,500000.0,150000.0,300,0.3907952727272727
500.0,1,500000.0,3.0,300,0.4650629090909091
500.0,1,500000.0,5.0,300,0.47463042424242424
500.0,1,500000.0,50.0,300,0.48167478787878787
500.0,1,500000.0,500.0,300,0.4701683939393939
500.0,1,500000.0,5000.0,300,0.4689563333333333
500.0,1,500000.0,50000.0,300,0.4411361515151515
500.0,1,500000.0,500000.0,300,0.2778486060606061
